"GEN","Composite_GEBV","Composite_Observed","MGIDI","Composite_TrueBV"
"SP202",-0.341674893860717,-0.288801183704245,4.29934525515494,-0.0268692940390745
"SP203",-0.436973138164856,-0.125785711927041,3.28473132208183,-0.668858134048078
"SP204",0.159569610895562,0.0822671369167678,3.28595113246838,0.327318032492738
"SP205",-0.414882840925714,-0.403271517239465,3.60444284236999,-0.432963340089106
"SP206",-0.778627842001583,-0.819186290302361,4.16789278791755,-0.414389982055826
"SP207",-0.548032289423475,-0.0284818843472753,3.21064598280645,-0.502963860165712
"SP208",0.127489853021585,0.546235203814275,3.35417760706541,0.478405995355628
"SP209",-0.0868802971387853,0.0162135271035992,3.6230369461675,0.224498293834737
"SP210",-0.265142669470144,0.208917025964302,3.66743917320995,-0.59679176308586
"SP211",0.364089803751949,0.429744864734486,2.35969424339675,0.600272052801396
"SP212",-0.121395690184245,-0.207008304679783,2.26291782459876,0.00782679742765097
"SP213",0.499521949845308,-0.14429593297137,3.64219928802781,0.349785975221315
"SP214",0.149380664242672,0.427565588757656,1.7776309032018,0.635825144452267
"SP215",0.239925445564354,-0.244820962317257,4.29517840416012,-0.156597860252866
"SP216",-0.110514787604475,0.0549625058849105,3.64051591395982,0.0144661856839263
"SP217",-0.10144663188205,-0.169521913375329,4.07514902612113,0.286987070217988
"SP218",1.30354247095814,0.545502663321809,2.52201077659071,0.565589885083971
"SP219",-0.251999927458883,-0.112358600440984,3.2339802511974,-0.00431138448157511
"SP220",0.485416644725836,-0.301328291120492,2.92200634757392,-0.251841909796726
"SP221",0.19582749384735,1.13822223969361,1.70503238920677,0.273284468555413
"SP222",-0.306145447704605,0.0736521258478747,3.38207170437153,0.362976399823471
"SP223",-0.0927412308780511,-0.420837975665047,4.13281515750617,-0.420377112672547
"SP224",-0.382695639234745,0.148821775414283,3.29957926517393,-0.550971691881085
"SP225",-0.348868561290954,-0.097693808952847,2.84775828556567,-0.170551476033169
"SP226",1.08479255588873,0.8121782058808,4.57163468824134,1.28516885595035
"SP227",0.305620604121188,0.192442296163092,3.63907486059921,0.127103729965965
"SP228",0.106088531890116,0.24645568445111,3.91471922185514,-0.0639716640475766
"SP229",-0.200858971465086,-0.191759605967978,3.24604847903354,-0.897668810802429
"SP230",-1.50956265663618,-0.94328649786599,3.30529490351607,-1.34835832226443
"SP231",-0.415952555427845,-0.565531080625721,3.71152461204086,-0.745608780881124
"SP232",0.53206149168879,0.237592195186784,2.53979864185214,0.410616535577986
"SP233",0.217526425597005,0.272706760339427,4.45315403948621,0.438055276501644
"SP234",0.753521842664044,-0.0969019192623957,2.23594747398628,-0.009790314693306
"SP235",-0.0497977495463375,-0.133128397085995,2.99321413212764,-0.380745683741321
"SP236",-1.00787273978722,-1.14178723177689,4.05157803634248,-0.89136678378274
"SP237",-0.00771090620318645,-0.524075189282891,4.43694082130123,-0.377773285997159
"SP238",0.740392568473852,0.549415644283185,2.66365867530737,0.635648363670494
"SP239",0.243480175297904,0.837514027690784,2.00021086684117,0.256434438943147
"SP240",-0.358097357277414,-0.560567187256219,4.21490927133192,-0.707862120174016
"SP241",0.285806485672703,0.639741452759426,2.96096132894447,0.214306549515793
"SP242",-0.82252507363718,-0.482748683049549,4.50321365673445,-0.639466590797863
"SP243",0.877610592337185,-0.012480993909334,3.01792988199241,0.332662944827637
"SP244",-0.759324449121581,-1.19179246061409,3.89993301335524,-0.889876242283933
"SP245",0.41567551776713,0.118777782862055,3.91226193468406,0.49111164426988
"SP246",-0.534595876476423,-0.411282849562035,3.82760400992939,-0.63337825275433
"SP247",-0.371842611504184,-0.465764512300041,3.9573717750966,-0.098586416285033
"SP248",0.525216439796046,0.538287117562407,1.67767540324799,1.27402664371733
"SP249",0.0176282106502163,-0.159740807808852,4.87665634922768,-0.506391182228697
"SP250",0.0143788193222831,-0.0620382956182158,3.15997400498813,0.239580545531598
"SP251",0.15540643450333,0.589720585946219,1.95203403381347,0.115267969643006
"SP252",0.496298809842188,-0.18559409205516,2.80777570736819,0.602097900667951
"SP253",-0.559990015303275,-0.487692711307715,2.69901180211413,-0.871293157763412
"SP254",-0.0858586977700861,0.269318548407839,3.74333828219219,-0.445251237870316
"SP255",-0.254749709300009,-0.217527765247182,3.92444736263842,0.180202240193344
